59852,432243,54,9,10
36718,550740,22,7,12
16940,455266,31,11,11
21251,149825,22,1,1
40517,318686,4,1,1
21254,82940,17,5,4
16950,1765107,49,14,16
21253,382478,44,5,6
21252,1369686,55,15,15
21259,94466,16,2,1
21258,1440857,71,25,20
9375,1791694,36,9,9
6093,308207,33,5,4
66807,1330978,9,6,6
71111,1082033,63,16,15
66804,551423,72,9,9
9382,7527312,108,16,16
71119,249406,39,10,10
66790,3970544,21,15,15
71127,1917995,67,12,12
71125,34049,12,0,1
71121,1610218,24,8,10
29000,954354,31,23,23
6124,3035759,35,15,8
71130,649318,18,7,7
24582,3031828,60,17,14
71072,89330,15,4,4
13813,83621,12,10,10
71074,2019176,21,6,6
71079,1975759,16,6,6
16993,798355,46,12,12
71078,1969193,16,6,6
56029,359370,24,10,10
56028,252542,5,4,4
71082,1472257,80,12,12
71085,1620916,61,14,13
71089,868042,46,10,11
17012,1575131,88,23,20
13792,90063,2,0,1
9425,4294106,27,12,14
48237,568682,30,14,15
48239,1559583,30,21,20
28954,2252261,34,23,22
24618,661621,62,6,5
6048,18471801,79,31,28
56034,1424908,57,12,11
56032,136587,13,6,6
56033,237484,12,5,5
71070,303846,13,3,3
71071,125251,9,2,3
71069,1899533,12,6,6
86204,498878,48,6,6
56079,944031,9,7,7
36607,1790660,15,4,4
25040,1049876,78,7,9
48546,115760,48,5,5
40902,1245152,64,14,16
25045,1953454,117,29,27
166534,149101,5,4,4
17320,154423,61,8,9
63867,318624,37,3,3
66908,939659,31,8,8
