facility_id,population,category,dma_rank,p_open,coin,value_per_pop,noise
35882,1710673.0,1,0.7288688377936497,189121500.0,0.9649292697967965,116.22851400792935,4.788037067560964
61702,541501.0,1,0.5332413394420835,104163300.0,0.9649292697967965,116.22851400792935,4.788037067560964
51569,6090847.0,0,0.6733638807189364,284463000.0,0.9895619970785762,550.3505101621704,2.839878402917667
5875,1034794.0,0,0.6201375825349956,195737400.0,0.9895619970785762,550.3505101621704,2.839878402917667
7841,876696.0,0,0.5586840785737898,134681400.0,0.9895619970785762,550.3505101621704,2.839878402917667
52628,1606463.0,0,0.4795357468567474,219734100.0,0.9895619970785762,550.3505101621704,2.839878402917667
74422,1536250.0,0,0.6522932535057605,194443200.0,0.9895619970785762,550.3505101621704,2.839878402917667
18819,1390453.0,1,0.5225130736347963,132529500.0,0.9649292697967965,116.22851400792935,4.788037067560964
16363,981606.0,0,0.5478642583690181,142512300.0,0.9895619970785762,550.3505101621704,2.839878402917667
15569,92410.0,0,0.5294290062689934,30427200.0,0.9895619970785762,550.3505101621704,2.839878402917667
33336,2398489.0,0,0.6406874907666892,188470800.0,0.9895619970785762,550.3505101621704,2.839878402917667
37732,607430.0,0,0.41374036760460897,116731800.0,0.9895619970785762,550.3505101621704,2.839878402917667
71508,411240.0,0,0.5329986116777252,103671900.0,0.9895619970785762,550.3505101621704,2.839878402917667
57221,2734518.0,0,0.6134359512335602,189033300.0,0.9895619970785762,550.3505101621704,2.839878402917667
60553,4992764.0,1,0.8243027345901514,437470200.0,0.9649292697967965,116.22851400792935,4.788037067560964
23394,6053709.0,0,0.6733638807189364,264344400.0,0.9895619970785762,550.3505101621704,2.839878402917667
86496,235101.0,0,0.55382741905099,50598000.0,0.9895619970785762,550.3505101621704,2.839878402917667
58261,832132.0,1,0.5564765829447637,84071700.0,0.9649292697967965,116.22851400792935,4.788037067560964
23302,1726546.0,1,0.5038567105559636,174523500.0,0.9649292697967965,116.22851400792935,4.788037067560964
