DMA Rank,DMA1,Facility ID,Call Sign,Channel,Facility Service,Interference2,Interference -Free Population,Volume3,Scaled Volume4,Go Off-Air,Move to Low VHF,Move to High VHF
24,"Portland, OR",50589,KOPB-TV,10,DT,50," 2,867,847 ",11975,196355,"$106,031,700 ","$61,851,825 ",NA
24,"Portland, OR",71079,KORK-CD,35,DC,36," 2,228,213 ",8956,146862,"$132,175,800 ","$99,131,850 ","$52,870,320 "
24,"Portland, OR",71069,KORS-CD,16,DC,41," 2,279,190 ",9667,158512,"$142,660,800 ","$106,995,600 ","$57,064,320 "
24,"Portland, OR",71070,KORY-CD,15,DC,50," 338,670 ",4115,67477,"$60,729,300 ","$45,546,975 ","$24,291,720 "
24,"Portland, OR",71074,KOXI-CD,20,DC,38," 2,193,079 ",9129,149692,"$134,722,800 ","$101,042,100 ","$53,889,120 "
24,"Portland, OR",71080,KOXO-CD,41,DC,21," 2,153,011 ",6724,110258,Not Needed,Not Needed,Not Needed
24,"Portland, OR",35460,KPDX,30,DT,53," 2,819,515 ",12224,200449,"$180,404,100 ","$135,303,075 ","$72,161,640 "
24,"Portland, OR",50633,KPTV,12,DT,41," 2,815,737 ",10745,176184,"$95,139,360 ","$55,497,960 ",NA
24,"Portland, OR",5801,KPXG-TV,22,DT,60," 2,860,169 ",13100,214808,"$193,327,200 ","$144,995,400 ","$77,330,880 "
24,"Portland, OR",10192,KRCW-TV,33,DT,60," 2,836,417 ",13045,213914,"$192,522,600 ","$144,391,950 ","$77,009,040 "
24,"Portland, OR",56971,KRHP-CD,14,DC,0," 14,148 ",119,1950,Not Needed,Not Needed,Not Needed
24,"Portland, OR",50592,KTVR,13,DT,43," 53,090 ",1511,24775,Not Needed,Not Needed,Not Needed
24,"Portland, OR",81447,KUNP,16,DT,16," 43,626 ",835,13700,Not Needed,Not Needed,Not Needed
25,"Raleigh-Durham, NC",71089,WARZ-CD,34,DC,88," 1,045,976 ",9594,157319,"$141,587,100 ","$106,190,325 ","$56,634,840 "
25,"Raleigh-Durham, NC",64400,WBFT-CA,46,CA,38," 26,500 ",1003,16455,"$14,809,500 ","$11,107,125 ","$5,923,800 "
25,"Raleigh-Durham, NC",21245,WFPX-TV,36,DT,141," 1,076,145 ",12318,201987,"$181,788,300 ","$136,341,225 ","$72,715,320 "
25,"Raleigh-Durham, NC",22485,WHFL-CD,43,DC,83," 360,493 ",5470,89695,"$80,725,500 ","$60,544,125 ","$32,290,200 "
25,"Raleigh-Durham, NC",168101,WHIG-CD,31,DC,80," 257,019 ",4534,74354,"$66,918,600 ","$50,188,950 ","$26,767,440 "
25,"Raleigh-Durham, NC",73205,WLFL,27,DT,167," 3,517,776 ",24238,397440,"$357,696,000 ","$268,272,000 ","$143,078,400 "
25,"Raleigh-Durham, NC",50782,WNCN,17,DT,150," 3,200,173 ",21909,359262,"$323,335,800 ","$242,501,850 ","$129,334,320 "
25,"Raleigh-Durham, NC",8688,WRAL-TV,48,DT,176," 3,636,982 ",25300,414864,"$373,377,600 ","$280,033,200 ","$149,351,040 "
25,"Raleigh-Durham, NC",10133,WRAY-TV,42,DT,145," 2,678,040 ",19706,323126,"$290,813,400 ","$218,110,050 ","$116,325,360 "
25,"Raleigh-Durham, NC",64611,WRAZ,49,DT,174," 3,597,776 ",25020,410271,"$369,243,900 ","$276,932,925 ","$147,697,560 "
25,"Raleigh-Durham, NC",54963,WRDC,28,DT,170," 3,499,247 ",24390,399936,"$359,942,400 ","$269,956,800 ","$143,976,960 "
25,"Raleigh-Durham, NC",20590,WRPX-TV,15,DT,132," 2,217,516 ",17109,280543,"$252,488,700 ","$189,366,525 ","$100,995,480 "
25,"Raleigh-Durham, NC",8617,WTVD,11,DT,173," 3,788,572 ",25601,419798,"$226,690,920 ","$132,236,370 ",NA
25,"Raleigh-Durham, NC",70423,WUBX-CD,31,DC,70," 455,627 ",5647,92605,"$83,344,500 ","$62,508,375 ","$33,337,800 "
25,"Raleigh-Durham, NC",69080,WUNC-TV,25,DT,180," 3,974,709 ",26748,438600,"$394,740,000 ","$296,055,000 ","$157,896,000 "
25,"Raleigh-Durham, NC",69397,WUNP-TV,36,DT,118," 886,509 ",10228,167711,"$150,939,900 ","$113,204,925 ","$60,375,960 "
25,"Raleigh-Durham, NC",16517,WUVC-DT,38,DT,172," 3,503,613 ",24548,402533,"$362,279,700 ","$271,709,775 ","$144,911,880 "
25,"Raleigh-Durham, NC",40211,WYBE-CD,44,DC,54," 35,134 ",1377,22586,"$20,327,400 ","$15,245,550 ","$8,130,960 "
25,"Raleigh-Durham, NC",41095,WZGS-CD,44,DC,93," 1,193,706 ",10536,172770,"$155,493,000 ","$116,619,750 ","$62,197,200 "
26,"Baltimore, MD",65696,WBAL-TV,11,DT,159," 8,757,195 ",37315,611872,"$330,410,880 ","$192,739,680 ",NA
26,"Baltimore, MD",10758,WBFF,46,DT,153," 7,827,186 ",34606,567450,"$510,705,000 ","$383,028,750 ","$204,282,000 "
26,"Baltimore, MD",25455,WJZ-TV,13,DT,154," 8,537,468 ",36260,594572,"$321,068,880 ","$187,290,180 ",NA
26,"Baltimore, MD",59442,WMAR-TV,38,DT,182," 9,014,074 ",40504,664164,"$597,747,600 ","$448,310,700 ","$239,099,040 "
26,"Baltimore, MD",191262,WMJF-CD,39,DC,91," 1,103,629 ",10021,164328,"$147,895,200 ","$110,921,400 ","$59,158,080 "
26,"Baltimore, MD",65944,WMPB,29,DT,164," 5,988,134 ",31338,513862,"$462,475,800 ","$346,856,850 ","$184,990,320 "
26,"Baltimore, MD",65942,WMPT,42,DT,151," 7,738,532 ",34184,560528,"$504,475,200 ","$378,356,400 ","$201,790,080 "
26,"Baltimore, MD",7933,WNUV,40,DT,167," 8,607,618 ",37914,621697,"$559,527,300 ","$419,645,475 ","$223,810,920 "
26,"Baltimore, MD",60552,WUTB,41,DT,162," 6,832,225 ",33269,545529,"$490,976,100 ","$368,232,075 ","$196,390,440 "
27,"Indianapolis, IN",34894,DWKOG-LP,31,CA,64," 593,286 ",6162,101042,"$90,937,800 ","$68,203,350 ","$36,375,120 "
27,"Indianapolis, IN",70161,WALV-CD,46,DC,90," 1,782,577 ",12666,207694,"$186,924,600 ","$140,193,450 ","$74,769,840 "
27,"Indianapolis, IN",70416,WBXI-CA,47,CA,72," 948,676 ",8265,135520,"$121,968,000 ","$91,476,000 ","$48,787,200 "
27,"Indianapolis, IN",68007,WCLJ-TV,42,DT,158," 2,519,531 ",19952,327166,"$294,449,400 ","$220,837,050 ","$117,779,760 "
27,"Indianapolis, IN",28199,WDNI-CD,19,DC,94," 1,555,795 ",12093,198298,"$178,468,200 ","$133,851,150 ","$71,387,280 "
27,"Indianapolis, IN",7908,WDTI,44,DT,89," 2,077,055 ",13596,222945,"$200,650,500 ","$150,487,875 ","$80,260,200 "
27,"Indianapolis, IN",41397,WFYI,21,DT,117," 2,386,175 ",16709,273983,"$246,584,700 ","$184,938,525 ","$98,633,880 "
27,"Indianapolis, IN",37102,WHMB-TV,20,DT,135," 2,813,722 ",19490,319585,"$287,626,500 ","$215,719,875 ","$115,050,600 "
27,"Indianapolis, IN",167765,WIIH-CD,8,DC,60," 1,329,589 ",8932,146458,"$79,087,320 ","$46,134,270 ",NA
27,"Indianapolis, IN",3646,WIPB,23,DT,179," 1,960,162 ",18731,307151,"$276,435,900 ","$207,326,925 ","$110,574,360 "
27,"Indianapolis, IN",10253,WIPX-TV,27,DT,129," 2,265,973 ",17097,280351,"$252,315,900 ","$189,236,925 ","$100,926,360 "
27,"Indianapolis, IN",39269,WISH-TV,9,DT,123," 2,763,717 ",18437,302328,"$163,257,120 ","$95,233,320 ",NA
27,"Indianapolis, IN",29292,WIWU-CD,51,DC,63," 117,478 ",2720,44610,"$40,149,000 ","$30,111,750 ","$16,059,600 "
27,"Indianapolis, IN",28462,WNDY-TV,32,DT,145," 2,459,466 ",18884,309659,"$278,693,100 ","$209,019,825 ","$111,477,240 "
27,"Indianapolis, IN",40877,WRTV,25,DT,145," 2,890,438 ",20472,335695,"$302,125,500 ","$226,594,125 ","$120,850,200 "
27,"Indianapolis, IN",70162,WTHR,13,DT,144," 2,929,295 ",20538,336777,"$181,859,580 ","$106,084,755 ",NA
27,"Indianapolis, IN",66536,WTIU,14,DT,135," 1,127,585 ",12338,202312,"$182,080,800 ","$136,560,600 ","$72,832,320 "
27,"Indianapolis, IN",56526,WTTK,29,DT,129," 2,764,793 ",18885,309674,"$278,706,600 ","$209,029,950 ","$111,482,640 "
27,"Indianapolis, IN",56523,WTTV,48,DT,129," 2,339,685 ",17373,284874,"$256,386,600 ","$192,289,950 ","$102,554,640 "
27,"Indianapolis, IN",146,WXIN,45,DT,121," 2,685,472 ",18026,295585,"$266,026,500 ","$199,519,875 ","$106,410,600 "
28,"San Diego, CA",66321,K35DG-D,35,DC,54," 706,466 ",6177,101280,"$91,152,000 ","$68,364,000 ","$36,460,800 "
28,"San Diego, CA",4035,KBNT-CD,25,DC,56," 2,248,196 ",11220,183988,"$165,589,200 ","$124,191,900 ","$66,235,680 "
28,"San Diego, CA",42122,KFMB-TV,8,DT,66," 3,636,422 ",15492,254032,"$137,177,280 ","$80,020,080 ",NA
28,"San Diego, CA",40876,KGTV,10,DT,60," 3,590,989 ",14679,240692,"$129,973,680 ","$75,817,980 ",NA
28,"San Diego, CA",35277,KNSD,40,DT,59," 3,392,854 ",14148,232000,"$208,800,000 ","$156,600,000 ","$83,520,000 "
28,"San Diego, CA",6124,KPBS,30,DT,64," 3,419,727 ",14794,242586,"$218,327,400 ","$163,745,550 ","$87,330,960 "
28,"San Diego, CA",11371,KSEX-CD,42,DC,56," 1,745,171 ",9886,162103,"$145,892,700 ","$109,419,525 ","$58,357,080 "
28,"San Diego, CA",58927,KSKT-CD,36,DC,53," 1,739,034 ",9600,157424,"$141,681,600 ","$106,261,200 ","$56,672,640 "
28,"San Diego, CA",58827,KSWB-TV,19,DT,63," 3,565,236 ",14987,245750,"$221,175,000 ","$165,881,250 ","$88,470,000 "
28,"San Diego, CA",10238,KUSI-TV,18,DT,58," 3,215,319 ",13656,223926,"$201,533,400 ","$151,150,050 ","$80,613,360 "
29,"Nashville, TN",69479,WCTE,22,DT,156," 509,115 ",8912,146133,"$131,519,700 ","$98,639,775 ","$52,607,880 "
29,"Nashville, TN",10324,WETV-LP,11,CA,37," 70,241 ",1612,26435,"$14,274,900 ","$8,327,025 ",NA
29,"Nashville, TN",11117,WHTN,38,DT,134," 1,856,940 ",15774,258661,"$232,794,900 ","$174,596,175 ","$93,117,960 "
29,"Nashville, TN",61026,WJDE-LD,31,DC,75," 1,090,293 ",9043,148280,"$133,452,000 ","$100,089,000 ","$53,380,800 "
29,"Nashville, TN",7651,WJFB,44,DT,130," 1,736,794 ",15026,246391,"$221,751,900 ","$166,313,925 ","$88,700,760 "
29,"Nashville, TN",73188,WKRN-TV,27,DT,146," 2,389,273 ",18677,306259,"$275,633,100 ","$206,724,825 ","$110,253,240 "
29,"Nashville, TN",73310,WNAB,23,DT,109," 2,051,036 ",14952,245177,"$220,659,300 ","$165,494,475 ","$88,263,720 "
29,"Nashville, TN",41398,WNPT,8,DT,95," 2,184,206 ",14405,236204,"$127,550,160 ","$74,404,260 ",NA
29,"Nashville, TN",28468,WNPX-TV,36,DT,110," 2,197,163 ",15546,254922,"$229,429,800 ","$172,072,350 ","$91,771,920 "
29,"Nashville, TN",30580,WPBM-CD,46,DC,78," 225,761 ",4196,68810,"$61,929,000 ","$46,446,750 ","$24,771,600 "
29,"Nashville, TN",60820,WPGD-TV,33,DT,131," 2,338,700 ",17503,287013,"$258,311,700 ","$193,733,775 ","$103,324,680 "
29,"Nashville, TN",41232,WSMV-TV,10,DT,122," 2,380,061 ",17040,279417,"$150,885,180 ","$88,016,355 ",NA
29,"Nashville, TN",36504,WTVF,25,DT,136," 2,387,379 ",18019,295467,"$265,920,300 ","$199,440,225 ","$106,368,120 "
29,"Nashville, TN",9971,WUXP-TV,21,DT,123," 2,275,124 ",16728,274305,"$246,874,500 ","$185,155,875 ","$98,749,800 "
29,"Nashville, TN",418,WZTV,15,DT,120," 2,253,441 ",16444,269645,"$242,680,500 ","$182,010,375 ","$97,072,200 "
30,"Hartford-New Haven, CT",14050,WCCT-TV,20,DT,133," 4,044,377 ",23193,380304,"$342,273,600 ","$256,705,200 ","$136,909,440 "
30,"Hartford-New Haven, CT",33081,WCTX,39,DT,157," 4,564,933 ",26771,438982,"$395,083,800 ","$296,312,850 ","$158,033,520 "
30,"Hartford-New Haven, CT",13602,WEDH,45,DT,186," 4,418,618 ",28668,470088,"$423,079,200 ","$317,309,400 ","$169,231,680 "
30,"Hartford-New Haven, CT",13607,WEDN,9,DT,136," 2,096,938 ",16887,276912,"$149,532,480 ","$87,227,280 ",NA
30,"Hartford-New Haven, CT",13595,WEDY,41,DT,123," 2,454,223 ",17374,284898,"$256,408,200 ","$192,306,150 ","$102,563,280 "
30,"Hartford-New Haven, CT",53115,WFSB,33,DT,157," 3,672,981 ",24014,393766,"$354,389,400 ","$265,792,050 ","$141,755,760 "
30,"Hartford-New Haven, CT",51980,WHPX-TV,26,DT,173," 4,529,769 ",27994,459029,"$413,126,100 ","$309,844,575 ","$165,250,440 "
30,"Hartford-New Haven, CT",10153,WRDM-CD,19,DC,94," 1,005,263 ",9721,159398,"$143,458,200 ","$107,593,650 ","$57,383,280 "
30,"Hartford-New Haven, CT",147,WTIC-TV,31,DT,146," 3,934,201 ",23967,392992,"$353,692,800 ","$265,269,600 ","$141,477,120 "
30,"Hartford-New Haven, CT",74109,WTNH,10,DT,172," 6,613,357 ",33727,553037,"$298,639,980 ","$174,206,655 ",NA
30,"Hartford-New Haven, CT",74214,WUTH-CD,47,DC,85," 945,999 ",8967,147040,"$132,336,000 ","$99,252,000 ","$52,934,400 "
30,"Hartford-New Haven, CT",3072,WUVN,46,DT,182," 3,429,688 ",24984,409678,"$368,710,200 ","$276,532,650 ","$147,484,080 "
30,"Hartford-New Haven, CT",74170,WVIT,35,DT,157," 4,466,997 ",26482,434247,"$390,822,300 ","$293,116,725 ","$156,328,920 "
31,"Columbus, OH",71217,WBNS-TV,21,DT,172," 2,688,380 ",21504,352605,"$317,344,500 ","$238,008,375 ","$126,937,800 "
31,"Columbus, OH",30244,WCLL-CD,19,DC,83," 1,663,801 ",11751,192694,"$173,424,600 ","$130,068,450 ","$69,369,840 "
31,"Columbus, OH",50781,WCMH-TV,14,DT,193," 2,702,919 ",22840,374519,"$337,067,100 ","$252,800,325 ","$134,826,840 "
31,"Columbus, OH",54414,WDEM-CD,17,DC,54," 1,151,522 ",7886,129304,"$116,373,600 ","$87,280,200 ","$46,549,440 "
31,"Columbus, OH",66172,WGCT-CD,8,DC,54," 1,285,782 ",8333,136634,"$73,782,360 ","$43,039,710 ",NA
31,"Columbus, OH",1104,WMNO-CD,28,DC,72," 105,571 ",2757,45208,"$40,687,200 ","$30,515,400 ","$16,274,880 "
31,"Columbus, OH",9939,WOCB-CD,39,DC,92," 320,329 ",5429,89017,"$80,115,300 ","$60,086,475 ","$32,046,120 "
31,"Columbus, OH",66185,WOSU-TV,38,DT,180," 2,603,438 ",21648,354968,"$319,471,200 ","$239,603,400 ","$127,788,480 "
31,"Columbus, OH",50147,WOUB-TV,27,DT,148," 714,075 ",10280,168571,"$151,713,900 ","$113,785,425 ","$60,685,560 "
31,"Columbus, OH",50141,WOUC-TV,35,DT,186," 1,194,238 ",14904,244389,"$219,950,100 ","$164,962,575 ","$87,980,040 "
31,"Columbus, OH",11118,WSFJ-TV,24,DT,140," 2,175,628 ",17452,286178,"$257,560,200 ","$193,170,150 ","$103,024,080 "
31,"Columbus, OH",56549,WSYX,48,DT,178," 2,547,537 ",21295,349180,"$314,262,000 ","$235,696,500 ","$125,704,800 "
31,"Columbus, OH",74137,WTTE,36,DT,176," 2,545,657 ",21167,347085,"$312,376,500 ","$234,282,375 ","$124,950,600 "
31,"Columbus, OH",21158,WWHO,46,DT,168," 2,783,108 ",21623,354567,"$319,110,300 ","$239,332,725 ","$127,644,120 "
31,"Columbus, OH",59852,WXCB-CD,45,DC,86," 210,642 ",4256,69791,"$62,811,900 ","$47,108,925 ","$25,124,760 "
32,"San Antonio, TX",24570,K27LF-D,27,DC,66," 1,581,000 ",10215,167501,"$150,750,900 ","$113,063,175 ","$60,300,360 "
32,"San Antonio, TX",56528,KABB,30,DT,102," 2,443,746 ",15788,258885,"$232,996,500 ","$174,747,375 ","$93,198,600 "
32,"San Antonio, TX",24316,KCWX,5,DT,121," 3,954,571 ",21875,358692,"$80,705,700 ",NA,NA
32,"San Antonio, TX",26304,KENS,39,DT,113," 2,477,479 ",16732,274362,"$246,925,800 ","$185,194,350 ","$98,770,320 "
32,"San Antonio, TX",17830,KGMM-CD,24,DC,70," 1,872,374 ",11448,187726,"$168,953,400 ","$126,715,050 ","$67,581,360 "
32,"San Antonio, TX",27300,KHCE-TV,16,DT,98," 2,342,768 ",15152,248460,"$223,614,000 ","$167,710,500 ","$89,445,600 "
32,"San Antonio, TX",749,KLRN,9,DT,76," 2,307,900 ",13244,217167,"$117,270,180 ","$68,407,605 ",NA
32,"San Antonio, TX",51518,KMYS,32,DT,83," 2,260,336 ",13697,224597,"$202,137,300 ","$151,602,975 ","$80,854,920 "
32,"San Antonio, TX",48837,KNIC-CD,34,DC,68," 1,840,364 ",11187,183436,"$165,092,400 ","$123,819,300 ","$66,036,960 "
32,"San Antonio, TX",125710,KNIC-DT,18,DT,114," 2,354,140 ",16382,268626,"$241,763,400 ","$181,322,550 ","$96,705,360 "
32,"San Antonio, TX",61173,KPXL-TV,26,DT,77," 2,211,666 ",13050,213986,"$192,587,400 ","$144,440,550 ","$77,034,960 "
32,"San Antonio, TX",53118,KSAT-TV,12,DT,88," 2,450,926 ",14686,240816,"$130,040,640 ","$75,857,040 ",NA
32,"San Antonio, TX",32621,KVAW,18,DT,20," 73,459 ",1212,19875,Not Needed,Not Needed,Not Needed
32,"San Antonio, TX",64969,KVDA,38,DT,88," 2,379,165 ",14470,237265,"$213,538,500 ","$160,153,875 ","$85,415,400 "
32,"San Antonio, TX",60464,KVDF-CD,31,DC,67," 1,786,683 ",10941,179407,"$161,466,300 ","$121,099,725 ","$64,586,520 "
32,"San Antonio, TX",35881,KWEX-DT,41,DT,83," 2,355,202 ",13981,229262,"$206,335,800 ","$154,751,850 ","$82,534,320 "
32,"San Antonio, TX",55762,KYVV-TV,28,DT,14," 67,201 ",970,15905,Not Needed,Not Needed,Not Needed
32,"San Antonio, TX",69618,WOAI-TV,48,DT,87," 2,384,724 ",14404,236188,"$212,569,200 ","$159,426,900 ","$85,027,680 "
33,"Kansas City, KS-MO",53843,KCPT,18,DT,77," 2,505,037 ",13888,227736,"$204,962,400 ","$153,721,800 ","$81,984,960 "
33,"Kansas City, KS-MO",41230,KCTV,24,DT,76," 2,545,531 ",13909,228074,"$205,266,600 ","$153,949,950 ","$82,106,640 "
33,"Kansas City, KS-MO",64444,KCWE,31,DT,76," 2,450,332 ",13646,223768,"$201,391,200 ","$151,043,400 ","$80,556,480 "
33,"Kansas City, KS-MO",65686,KMBC-TV,29,DT,77," 2,505,097 ",13889,227739,"$204,965,100 ","$153,723,825 ","$81,986,040 "
33,"Kansas City, KS-MO",42636,KMCI-TV,41,DT,78," 2,362,107 ",13574,222575,"$200,317,500 ","$150,238,125 ","$80,127,000 "
33,"Kansas City, KS-MO",4326,KMOS-TV,15,DT,92," 802,445 ",8592,140890,"$126,801,000 ","$95,100,750 ","$50,720,400 "
33,"Kansas City, KS-MO",33337,KPXE-TV,30,DT,65," 2,432,555 ",12574,206190,"$185,571,000 ","$139,178,250 ","$74,228,400 "
33,"Kansas City, KS-MO",59444,KSHB-TV,42,DT,74," 2,357,773 ",13209,216594,"$194,934,600 ","$146,200,950 ","$77,973,840 "
33,"Kansas City, KS-MO",33336,KSMO-TV,47,DT,68," 2,398,489 ",12771,209412,"$188,470,800 ","$141,353,100 ","$75,388,320 "
33,"Kansas City, KS-MO",11291,WDAF-TV,34,DT,74," 2,537,413 ",13703,224694,"$202,224,600 ","$151,668,450 ","$80,889,840 "
34,"Salt Lake City, UT",6823,KBYU-TV,44,DT,27," 2,191,352 ",7692,126130,"$113,517,000 ","$85,137,750 ","$45,406,800 "
34,"Salt Lake City, UT",59494,KCSG,14,DT,16," 164,762 ",1624,26624,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",69693,KCVB-CD,26,DC,9," 134,339 ",1100,18030,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",64974,KEJT-CD,50,DC,39," 1,888,030 ",8581,140707,"$126,636,300 ","$94,977,225 ","$50,654,520 "
34,"Salt Lake City, UT",63845,KENV-DT,10,DT,0," 40,733 ",202,3309,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",36607,KJZZ-TV,46,DT,25," 2,175,247 ",7374,120921,"$108,828,900 ","$81,621,675 ","$43,531,560 "
34,"Salt Lake City, UT",35822,KMYU,9,DT,5," 130,180 ",807,13229,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",77512,KPNZ,24,DT,26," 2,208,964 ",7578,124268,"$111,841,200 ","$83,880,900 ","$44,736,480 "
34,"Salt Lake City, UT",6359,KSL-TV,38,DT,25," 2,203,230 ",7422,121697,"$109,527,300 ","$82,145,475 ","$43,810,920 "
34,"Salt Lake City, UT",22215,KSTU,28,DT,23," 2,193,899 ",7103,116480,"$104,832,000 ","$78,624,000 ","$41,932,800 "
34,"Salt Lake City, UT",168239,KSVN-CD,25,DC,29," 1,992,412 ",7601,124643,"$112,178,700 ","$84,134,025 ","$44,871,480 "
34,"Salt Lake City, UT",10177,KTMW,20,DT,24," 2,144,875 ",7175,117648,"$105,883,200 ","$79,412,400 ","$42,353,280 "
34,"Salt Lake City, UT",68889,KTVX,40,DT,26," 2,199,854 ",7563,124012,"$111,610,800 ","$83,708,100 ","$44,644,320 "
34,"Salt Lake City, UT",1136,KUCW,48,DT,25," 2,173,243 ",7371,120866,"$108,779,400 ","$81,584,550 ","$43,511,760 "
34,"Salt Lake City, UT",69396,KUED,42,DT,26," 2,184,108 ",7536,123567,"$111,210,300 ","$83,407,725 ","$44,484,120 "
34,"Salt Lake City, UT",69582,KUEN,36,DT,25," 2,183,159 ",7388,121141,"$109,026,900 ","$81,770,175 ","$43,610,760 "
34,"Salt Lake City, UT",82576,KUES,19,DT,0," 25,978 ",161,2643,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",82585,KUEW,18,DT,13," 120,411 ",1251,20516,Not Needed,Not Needed,Not Needed
34,"Salt Lake City, UT",168495,KULX-CD,14,DC,28," 2,008,469 ",7499,122968,"$110,671,200 ","$83,003,400 ","$44,268,480 "
34,"Salt Lake City, UT",57884,KUPX-TV,29,DT,39," 2,189,638 ",9241,151530,"$136,377,000 ","$102,282,750 ","$54,550,800 "
34,"Salt Lake City, UT",69694,KUTF,12,DT,51," 1,031,872 ",7254,118954,"$64,235,160 ","$37,470,510 ",NA
34,"Salt Lake City, UT",81451,KUTH-DT,32,DT,49," 2,033,430 ",9982,163679,"$147,311,100 ","$110,483,325 ","$58,924,440 "
34,"Salt Lake City, UT",35823,KUTV,34,DT,27," 2,192,425 ",7694,126161,"$113,544,900 ","$85,158,675 ","$45,417,960 "
35,"Milwaukee, WI",71422,WBME-CD,24,DC,79," 1,760,033 ",11792,193354,"$174,018,600 ","$130,513,950 ","$69,607,440 "
35,"Milwaukee, WI",71278,WCGV-TV,25,DT,147," 3,197,765 ",21681,355518,"$319,966,200 ","$239,974,650 ","$127,986,480 "
35,"Milwaukee, WI",71427,WDJT-TV,46,DT,143," 3,014,691 ",20763,340462,"$306,415,800 ","$229,811,850 ","$122,566,320 "
35,"Milwaukee, WI",65680,WISN-TV,34,DT,141," 2,923,264 ",20302,332907,"$299,616,300 ","$224,712,225 ","$119,846,520 "
35,"Milwaukee, WI",73107,WITI,33,DT,155," 3,089,080 ",21882,358806,"$322,925,400 ","$242,194,050 ","$129,170,160 "
35,"Milwaukee, WI",60571,WIWN,5,DT,105," 3,296,455 ",18605,305069,"$68,640,525 ",NA,NA
35,"Milwaukee, WI",35091,WMKE-CD,21,DC,76," 1,371,828 ",10211,167431,"$150,687,900 ","$113,015,925 ","$60,275,160 "
35,"Milwaukee, WI",68545,WMLW-TV,48,DT,121," 2,651,799 ",17913,293726,"$264,353,400 ","$198,265,050 ","$105,741,360 "
35,"Milwaukee, WI",42663,WMVS,8,DT,132," 3,257,726 ",20737,340035,"$183,618,900 ","$107,111,025 ",NA
35,"Milwaukee, WI",42665,WMVT,35,DT,155," 3,077,036 ",21839,358106,"$322,295,400 ","$241,721,550 ","$128,918,160 "
35,"Milwaukee, WI",37104,WPXE-TV,40,DT,145," 3,124,771 ",21286,349038,"$314,134,200 ","$235,600,650 ","$125,653,680 "
35,"Milwaukee, WI",74098,WTMJ-TV,28,DT,131," 2,896,801 ",19480,319429,"$287,486,100 ","$215,614,575 ","$114,994,440 "
35,"Milwaukee, WI",72342,WVCY-TV,22,DT,137," 2,538,563 ",18649,305797,"$275,217,300 ","$206,412,975 ","$110,086,920 "
35,"Milwaukee, WI",74174,WVTV,18,DT,127," 2,849,879 ",19025,311957,"$280,761,300 ","$210,570,975 ","$112,304,520 "
35,"Milwaukee, WI",68547,WWRS-TV,43,DT,169," 2,070,874 ",18708,306760,"$276,084,000 ","$207,063,000 ","$110,433,600 "
36,"Cincinnati, OH",65666,WCET,34,DT,132," 3,092,631 ",20205,331307,"$298,176,300 ","$223,632,225 ","$119,270,520 "
36,"Cincinnati, OH",59438,WCPO-TV,22,DT,153," 3,301,645 ",22476,368545,"$331,690,500 ","$248,767,875 ","$132,676,200 "
36,"Cincinnati, OH",34204,WCVN-TV,24,DT,93," 2,060,879 ",13844,227011,"$204,309,900 ","$153,232,425 ","$81,723,960 "
36,"Cincinnati, OH",34211,WKON,44,DT,152," 890,862 ",11637,190812,"$171,730,800 ","$128,798,100 ","$68,692,320 "
36,"Cincinnati, OH",11289,WKRC-TV,12,DT,114," 3,155,406 ",18966,310999,"$167,939,460 ","$97,964,685 ",NA
36,"Cincinnati, OH",46979,WLWT,35,DT,151," 3,283,841 ",22268,365139,"$328,625,100 ","$246,468,825 ","$131,450,040 "
36,"Cincinnati, OH",168414,WOTH-CD,20,DC,98," 2,031,594 ",14110,231372,"$208,234,800 ","$156,176,100 ","$83,293,920 "
36,"Cincinnati, OH",25065,WPTO,28,DT,128," 2,883,411 ",19211,315020,"$283,518,000 ","$212,638,500 ","$113,407,200 "
36,"Cincinnati, OH",11204,WSTR-TV,33,DT,135," 3,242,584 ",20922,343077,"$308,769,300 ","$231,576,975 ","$123,507,720 "
36,"Cincinnati, OH",39738,WXIX-TV,29,DT,99," 2,451,419 ",15579,255450,"$229,905,000 ","$172,428,750 ","$91,962,000 "
37,"Greenville-Spartanburg, SC-Asheville, NC",9064,WGGS-TV,16,DT,125," 1,924,776 ",15511,254346,"$228,911,400 ","$171,683,550 ","$91,564,560 "
37,"Greenville-Spartanburg, SC-Asheville, NC",72300,WHNS,21,DT,143," 2,249,019 ",17933,294065,"$264,658,500 ","$198,493,875 ","$105,863,400 "
37,"Greenville-Spartanburg, SC-Asheville, NC",56537,WLOS,13,DT,210," 2,960,256 ",24933,408840,"$220,773,600 ","$128,784,600 ",NA
37,"Greenville-Spartanburg, SC-Asheville, NC",56548,WMYA-TV,14,DT,103," 1,512,114 ",12480,204640,"$184,176,000 ","$138,132,000 ","$73,670,400 "
37,"Greenville-Spartanburg, SC-Asheville, NC",60931,WNEH,18,DT,111," 1,234,264 ",11705,191931,"$172,737,900 ","$129,553,425 ","$69,095,160 "
